source_id,url,fetched_at,http_status,content_type,content_length,content_sha256,etag,last_modified,outcome,raw_ref,reason,warnings
hf.datasets.top-likes,https://huggingface.co/api/datasets?sort=likes&direction=-1&limit=1000&expand[]=downloads&expand[]=downloadsAllTime&expand[]=likes&expand[]=createdAt&expand[]=lastModified,2026-09-02T00:04:34Z,200,application/json,203792,a0e789f71f67eceebda29a90b20c9bb8e8826c657fe105b5bd26509c133cf491,"W/""31c10-PEwdsymnLeUyZ462ZY+L/5Tj29M""",,changed,raw/hf.datasets.top-likes/2026/09/20260902T000434Z-a0e789f71f67.json,,
