source_id,url,fetched_at,http_status,content_type,content_length,content_sha256,etag,last_modified,outcome,raw_ref,reason,warnings
hf.datasets.top-downloads,https://huggingface.co/api/datasets?sort=downloads&direction=-1&limit=1000&expand[]=downloads&expand[]=downloadsAllTime&expand[]=likes&expand[]=createdAt&expand[]=lastModified,2026-08-31T15:39:04Z,200,application/json,204049,bb1fa05eef9eb25be00d8af166df3f0a7a0917d5fd550641ceae04554d1c3942,"W/""31d11-IAn0ApjbPGhKIkMUp4Mfjg+q76Q""",,first_capture,raw/hf.datasets.top-downloads/2026/08/20260831T153904Z-bb1fa05eef9e.json,,
hf.datasets.top-downloads,https://huggingface.co/api/datasets?sort=downloads&direction=-1&limit=1000&expand[]=downloads&expand[]=downloadsAllTime&expand[]=likes&expand[]=createdAt&expand[]=lastModified,2026-08-31T17:08:10Z,200,application/json,204049,9bad3cf08b0d097c59d38b04dbaedefed070709887ab7bb7634b5f4e744a0fb1,"W/""31d11-AbzOqHfIG+Le0czRHS5SsjnCDxk""",,changed,raw/hf.datasets.top-downloads/2026/08/20260831T170810Z-9bad3cf08b0d.json,,
hf.datasets.top-downloads,https://huggingface.co/api/datasets?sort=downloads&direction=-1&limit=1000&expand[]=downloads&expand[]=downloadsAllTime&expand[]=likes&expand[]=createdAt&expand[]=lastModified,2026-08-31T22:41:42Z,200,application/json,204049,1886a1b629e690b00188d9fc75f42ef36f3d0e90c7433831737f8cebdd97b1f2,"W/""31d11-Yb5Gf5ubX6wuICn1406CMene2EY""",,changed,raw/hf.datasets.top-downloads/2026/08/20260831T224142Z-1886a1b629e6.json,,
