source_id,last_success_at,last_attempt_at,consecutive_failures,expected_interval_h,staleness_h,gate_fail_rate_28d,status
hf.models.text-generation,2026-08-31T14:49:03Z,2026-08-31T14:49:03Z,0,24,0.0,0.000,active
